requirement_id,family,requirement_record_sha256,owner,accountable_owner,required_approvers,verification_methods,primary_design,primary_work_package,supporting_work_packages,phase,supporting_phases,entry_gate,acceptance_gate,supporting_gates,test_target,result_target,approval_status,approval_reference
DATA-009,DATA,25737d0476ded111be429edea4d8068d7d37974a9e57ee2cc30588c5a92668ec,SO,SO,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-009,NGR-DATA-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-010,DATA,1736de88804817f97a96d64830de2cfc966b0eb7956f771cd9cdd10a7b80443e,CM,CM,"SA, DA, SO, CM","T,E",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-010,NGR-DATA-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-011,DATA,c48e802722f49ab508960cbb9679cf1ef2c07b0d2894272e4ff5e154e144f6a2,LA,LA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-011,NGR-DATA-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-012,DATA,62769ddd0f6d1920daeeeada195780a6a95353ee013db897be2cc13777c8fa6d,SO,SO,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-012,NGR-DATA-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-013,DATA,e17c123dfb3d00c606007424089585e024e9e2c25cc1a9379f25577fb9879ef9,SA,SA,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-013,NGR-DATA-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-014,DATA,2ec36a1af46e33507de9430387eceae8d370e2ac043aacf7fa2f16b24a2af1b4,SA,SA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-014,NGR-DATA-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-015,DATA,a0f7b11f91cc5282fd728da6bdbafad0d8f9d739cf3239e605dd34c01845b05f,SA,SA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-015,NGR-DATA-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-016,DATA,4cca36c0fb7bb2a83a611e395889bf4cc67cd4b61bcfb6277757b947723ca6c0,SA,SA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-016,NGR-DATA-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-017,DATA,69557889266a092a2a36b2f5f8bcb8260ac5fcd80be2af1576bb7024f67903f8,CM,CM,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-017,NGR-DATA-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-018,DATA,6fbbde5b98f8052f786864153fcd8ec1ba3beb92a8d5c826333598a00a01fe73,SO,SO,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-018,NGR-DATA-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-019,DATA,b54fb5f6b24263813c16a56a761bdfa05cdf4a39ba2882ad1129666be08f16a2,SA,SA,"SA, DA, SO, CM","A,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-019,NGR-DATA-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-020,DATA,fdf216a88bd81d40c0917a1f2553272d2ed3627bd1dec11563a81e88b893f2c9,DA,DA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-020,NGR-DATA-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-021,DATA,c1124d0e91c4aa742fe32abaf2057a9e11b20f7c0b1b20c10d2a0fcdca3e3276,SO,SO,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-021,NGR-DATA-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-022,DATA,ce69f6d915650984f5611565423564de1a8904b3bd41e5210744b1ba6800c5fc,SO,SO,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-022,NGR-DATA-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-023,DATA,69a47786d879eb294b46283a68c85688c104964e7acfe69deee19986d145704a,CM,CM,"SA, DA, SO, CM","T,D",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-023,NGR-DATA-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-024,DATA,d4db141ce2258a491535425ed9de945512dbaa59cdcd836fa061567e3b481e25,SO,SO,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-024,NGR-DATA-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-025,DATA,2ba9a5ec5db8d71fc2b7103b20f34fdcfd38d1b60ea052602bcd3bcb3d88225f,CM,CM,"SA, DA, SO, CM","T,E",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-025,NGR-DATA-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-026,DATA,5ecc42c9f781f45455c92ad25425dc59b173a44d79f33ed241c11ac7a20a7901,SA,SA,"SA, DA, SO, CM","A,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-026,NGR-DATA-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-027,DATA,1e93f7b9fa04d5006ab66c743d39fd6ea39c4b68b284fb429444dc788a9212b5,SA,SA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-027,NGR-DATA-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-028,DATA,45b8064d98051fe1a07d73c60dc8b5b3a6a40b754a6fdfb0d4a8237dbaed7ba3,CM,CM,"SA, DA, SO, CM","T,E",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-028,NGR-DATA-028,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-029,DATA,b73f04034a270bc1b3c1ed27e35d83ae8190a80d8aa24e3e5a8ff3237266e7c2,DA,DA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-029,NGR-DATA-029,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-001,WEB,6d948c4e083c52d7f3f90ea9cb8bd0eae66f1ed84cba2a344b59a97cb18a8c47,PO,PO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-001,NGR-WEB-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-002,WEB,90c394bfdf38e785afd2dda854d070d0166cdc63024c88f28b3f1334261066cb,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-WEB-002,NGR-WEB-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-003,WEB,749039ff68575874dc187363187d71a12bf872752bffbb4a640d29f0dd6a75fd,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-003,NGR-WEB-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-004,WEB,f4ff2b06ccd3f75ba1822d513000b0cec4b53d6de0928a11a5a65f08116308e0,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-004,NGR-WEB-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-005,WEB,f8f70da2423e091f1ffdc4d00b75474c33e2025be41910153b10e562dad0b270,MO,MO,"PO, MO, SO, QL","T,D",web/WEB_APPLICATION.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-WEB-005,NGR-WEB-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-006,WEB,0f1ebc8ac1d1a2fcc649144396f5cba3b29feb678884f006070fe0cf25ca3d6e,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-006,NGR-WEB-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-007,WEB,b3605316541517df19abfc5ce40cf0d4c9cd42df847e1d14249e926b374da33c,MO,MO,"PO, MO, SO, QL","T,D",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-007,NGR-WEB-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-008,WEB,4525df2144f13a78eaa3b2a2d281cc011a405f4f20a27d41f5f44c6a114f3d0c,QL,QL,"PO, MO, SO, QL","T,D",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-008,NGR-WEB-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-009,WEB,7fa7cfdc834262400a10a5b8fe2c9ff98d46f4186d421abf449c4ce2914c1069,MO,MO,"PO, MO, SO, QL","D,A",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-009,NGR-WEB-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-010,WEB,cc5c88b6f0bc6fa470e109874eb111601778a96e9524167f7b1a055d0a7b7430,SO,SO,"PO, MO, SO, QL","I,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-010,NGR-WEB-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-011,WEB,75ae8f87511445bf1250716cd7c7ca67c9d084108101f1397b4cb800bc46aaee,SO,SO,"PO, MO, SO, QL","I,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-011,NGR-WEB-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-012,WEB,e781a0daf377305aa8e4117ba7d09561c17f1754765f23512db21445c9f5aae5,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-012,NGR-WEB-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-013,WEB,86f6ed692e14ea54f3b8facdc240aec036ac4d3795043a3ae6b2a126674cf6a0,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-WEB-013,NGR-WEB-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-014,WEB,d8772e9722d550b9c1352fb88f0bb2b50e8e8eafe18f9b74a45e16a504dccf9c,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-014,NGR-WEB-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-015,WEB,16674edf2f62656e3b9f673e5fb477bb48f968def6cf5811a230be3383f8fcb2,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-015,NGR-WEB-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-016,WEB,4981109bc61bdfc58871fec59208e03d0cbfc411924165ba5feb456626c54b62,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-016,NGR-WEB-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-017,WEB,6ddb46ced888760d76978567446cba58379c0b52a590beea05d77efeaaffc14d,MO,MO,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-017,NGR-WEB-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-018,WEB,0aee9ee15f73aa67d7ab49e684175222a7b324063e7b680578d3ae52117f0dd0,QL,QL,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-018,NGR-WEB-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-019,WEB,632c9628d482b4a0543f3351f4617a26561980a5604cc3dff99cace5c34d3f65,QL,QL,"PO, MO, SO, QL","D,T",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-019,NGR-WEB-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-020,WEB,ca566e66757ab8d6d4e48b2c1ad07ff86aa6e3aec20f218138e195fb1994bf92,QL,QL,"PO, MO, SO, QL","T,D",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-020,NGR-WEB-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-021,WEB,dc6f31ebf0b317d62e4ac2565d6a847e509d77f0d93071103e48e1b8cf621e1e,SO,SO,"PO, MO, SO, QL",T,web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-021,NGR-WEB-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-022,WEB,1c33c79fc327e1a0268d370e341e8f29e99c90120fefd6c3a9fc3a3991ee9cfb,MO,MO,"PO, MO, SO, QL","T,D",web/WEB_APPLICATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-022,NGR-WEB-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-023,WEB,bfc28a0992b8e4b63beca982c0fd66e1e77feda5542afcbb7ed842c3c2a20194,PO,PO,"PO, MO, SO, CM","T,D",web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-023,NGR-WEB-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-024,WEB,723367c976a112992ae425a9cfc184d8dc9f69f020dd7dcd0bfd073c75d01fac,CM,CM,"PO, MO, SO, CM",T,web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-024,NGR-WEB-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-025,WEB,4c8da1429d171b4efaf734c98efaab8ef0180e2941554905c8261142cf7c8c4c,SO,SO,"PO, MO, SO, CM",T,web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-025,NGR-WEB-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-026,WEB,c7d7ced6a62206fb3c800b01c218e22587d18a664fc42d0c108d65d302a363c1,MO,MO,"PO, MO, SO, CM","D,T",web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-026,NGR-WEB-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-027,WEB,9b3971afbb84a7f89d7d6b0cf4bb098fc3f758b85606250bed5c2f3774e7dee8,CM,CM,"PO, MO, SO, CM",T,web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-027,NGR-WEB-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-028,WEB,f0e0a5089d2d697b71a943930ff0bcf1f3e407d975f9b7cac62e0d579c48dde8,CM,CM,"PO, MO, SO, CM",T,web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-028,NGR-WEB-028,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-029,WEB,a676b0633afcdc0d2985e41a9412bed802f1aef2ffb7e3802f989fa33f9b27bc,SA,SA,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-029,NGR-WEB-029,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-030,WEB,2a2e80f28cfec20c929235fd745a95a4c7842f0e0c92edfdac095bcdb9106be0,SO,SO,"MO, SA, SO","I,T",web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-030,NGR-WEB-030,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-031,WEB,bd1597ab735897579ca4f6a49613c8333bc47f14815a860663e2544a10aeb97b,SA,SA,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-031,NGR-WEB-031,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-032,WEB,ab81b8a30198a7005a082c31fcbe6110494a2e04e4798da2488c124a525f7698,MO,MO,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-032,NGR-WEB-032,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-033,WEB,f18ba712b311f880df689c99b29efa941dd5892ca0280ff9beef3db0925b5b70,MO,MO,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-033,NGR-WEB-033,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-034,WEB,9a5e5002f00cdaa3da88a22d476e57d5afdbc4ba805ce5a99060db832ec28fa7,MO,MO,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-034,NGR-WEB-034,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-035,WEB,21c0c962223d8f4a01202837ec8b76a5acba5dca1568a5281daf64d0a96652cd,MO,MO,"MO, SA, SO","D,T",web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-035,NGR-WEB-035,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-036,WEB,6529a8ec690e23d8da9586f34133d8a3aa9d993aab334f6d8d3dd75f16f88fe3,SA,SA,"MO, SA, SO","A,T",web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-036,NGR-WEB-036,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
WEB-037,WEB,51b05957bf1b5e015b0eb6a3637d064a70593a10b0e05f642cb2da0f7c770679,QL,QL,"MO, SA, SO",T,web/REAL_TIME_STATE.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-WEB-037,NGR-WEB-037,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-001,MODE,9ce9644d4ce2c6f14e79aea7a07e455e6112bfabc040acfb22be6413fe70ad99,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-MODE-001,NGR-MODE-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-002,MODE,9d941aeb066818145614ea26441424a7164e49d3438c0af265d87ee0adeb4448,MO,MO,"PO, MO, SA, SO","D,T",web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-002,NGR-MODE-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-003,MODE,a346038e1f391542bb1e2616235e0efbe353456eba621d00d2ccf9bbd39585fb,MO,MO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-003,NGR-MODE-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-004,MODE,3c5220bccc62a04c2dd53d0548976e3901abc15518a57b17699b8a896deb825d,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-004,NGR-MODE-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-005,MODE,4cbe5f1d0975b573929fb0ba717c0e74c99a704641e8b203b406a05e0d63fda5,MO,MO,"PO, MO, SA, SO","D,T",web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-005,NGR-MODE-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-006,MODE,2f4466d8e012a4ce921e82897c0484d7d212b5e540fb69c990b96a722be4a6e3,PO,PO,"PO, MO, SA, SO","D,T",web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-006,NGR-MODE-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-007,MODE,b83166c2aa3ffd13765219059a680930943d616689d7122ffcd29cf8b40f5eff,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-007,NGR-MODE-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-008,MODE,93fd1e9c11b5180139bf720b8b26e8c4365e02add1f48566ddb68ed6be4796c4,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-008,NGR-MODE-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-009,MODE,a459cc212dc6746106d20c259a12d60f32785a01a1acdf679398c0c613676de2,PO,PO,"PO, MO, SA, SO","I,A,T",web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-009,NGR-MODE-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-010,MODE,d91656da350da69aefc0bd56294e778e97253c340fd6ffe63bad6ff2e4e7ba3e,PO,PO,"PO, MO, SO, CM","D,T",web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-010,NGR-MODE-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-011,MODE,8b7e2f0091fa5753a06b1dfd6f639fdc204da466bddba42aba3a1e5282b56bbd,PO,PO,"PO, MO, SO, CM","D,T",web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-011,NGR-MODE-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-012,MODE,90bcda47bf6757835a4690ac41f5e2af3ab8830a95f17979383052816dc75f9b,SO,SO,"PO, MO, SO, CM",T,web/PROCEDURE_NAVIGATION.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-012,NGR-MODE-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-013,MODE,cee8654e2abad2622a9b45bf94973049e2600070d715b5babe5728ec0e50416d,SO,SO,"PO, MO, SA, SO","I,T",web/OPERATING_MODES.md,NG-WP-01,NG-WP-03;NG-WP-04;NG-WP-05;NG-WP-08,1,3,G0,G7,G7,NGV-MODE-013,NGR-MODE-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
